('O', 'NNP')
('grande', 'NN')
('vantagem', 'NN')
('povos', 'VBZ')
('A', 'DT')
('Câmara', 'NNP')
('princípio', 'NN')
('hesitou', 'NN')
('acabou', 'NN')
('cedendo', 'NN')
('Daí', 'NNP')
('diante', 'NN')
('coleta', 'NN')
('desenfreada', 'NN')
('Um', 'NNP')
('homem', 'NN')
('podia', 'NN')
('dar', 'NN')
('nascença', 'NN')
('curso', 'NN')
('simples', 'NNS')
('mentira', 'VBP')
('mundo', 'JJ')
('ainda', 'NN')
('daquelas', 'NNS')
('aproveitam', 'VBP')
('inventor', 'NN')
('divulgador', 'NN')
('logo', 'NN')
('metido', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Tudo', 'NNP')
('loucura', 'NN')
('Os', 'NNP')
('cultores', 'VBZ')
('enigmas', 'FW')
('fabricantes', 'NNS')
('charadas', 'VBP')
('anagramas', 'JJ')
('maldizentes', 'NNS')
('curiosos', 'VBP')
('vida', 'JJ')
('alheia', 'NN')
('põem', 'NN')
('todo', 'NN')
('cuidado', 'NN')
('tafularia', 'NN')
('outro', 'IN')
('almotacé', 'JJ')
('enfunado', 'NN')
('ninguém', 'NN')
('escapava', 'VBP')
('emissários', 'NNS')
('alienista', 'VBP')
('Ele', 'NNP')
('respeitava', 'NN')
('namoradas', 'NNS')
('poupava', 'VBP')
('namoradeiras', 'JJ')
('dizendo', 'NN')
('primeiras', 'NNS')
('cediam', 'VBP')
('impulso', 'JJ')
('natural', 'JJ')
('segundas', 'NNS')
('vício', 'FW')
('Se', 'NNP')
('homem', 'NN')
('avaro', 'NN')
('pródigo', 'NN')
('ia', 'NN')
('modo', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('daí', 'NN')
('alegação', 'NN')
('havia', 'NN')
('regra', 'NN')
('completa', 'NN')
('sanidade', 'VBD')
('mental', 'JJ')
('Alguns', 'NNP')
('cronistas', 'NN')
('crêem', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('sempre', 'VBD')
('procedia', 'JJ')
('lisura', 'NN')
('citam', 'NN')
('abono', 'NN')
('afirmação', 'NN')
('sei', 'NN')
('pode', 'NN')
('ser', 'NN')
('aceita', 'NN')
('fato', 'NN')
('ter', 'NN')
('alcançado', 'NN')
('Câmara', 'NNP')
('postura', 'NN')
('autorizando', 'NN')
('uso', 'JJ')
('anel', 'NN')
('prata', 'NN')
('dedo', 'NN')
('polegar', 'NN')
('mão', 'NN')
('esquerda', 'NN')
('toda', 'NN')
('pessoa', 'NN')
('outra', 'JJ')
('prova', 'JJ')
('documental', 'JJ')
('tradicional', 'JJ')
('declarasse', 'NN')
('ter', 'NN')
('veias', 'NN')
('duas', 'NN')
('três', 'NN')
('onças', 'IN')
('sangue', 'NN')
('godo', 'NN')
('Dizem', 'NNP')
('cronistas', 'NNS')
('fim', 'VBP')
('secreto', 'NN')
('insinuação', 'NN')
('Câmara', 'NNP')
('enriquecer', 'NN')
('ourives', 'VBZ')
('amigo', 'JJ')
('compadre', 'NN')
('conquanto', 'NN')
('certo', 'NN')
('ourives', 'VBZ')
('viu', 'JJ')
('prosperar', 'NN')
('negócio', 'NN')
('nova', 'JJ')
('ordenação', 'NN')
('municipal', 'JJ')
('menos', 'NNS')
('postura', 'VBP')
('deu', 'JJ')
('Casa', 'NNP')
('Verde', 'NNP')
('multidão', 'FW')
('inquilinos', 'JJ')
('pode', 'NN')
('definir', 'NN')
('temeridade', 'NN')
('verdadeiro', 'NN')
('fim', 'NN')
('ilustre', 'NN')
('médico', 'NN')
('Quanto', 'NNP')
('razão', 'NN')
('determinativa', 'NN')
('captura', 'NN')
('aposentação', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('todos', 'NN')
('quantos', 'NN')
('usaram', 'JJ')
('anel', 'NN')
('pontos', 'NN')
('obscuros', 'FW')
('história', 'NN')
('Itaguaí', 'NNP')
('opinião', 'VBZ')
('verossímil', 'FW')
('recolhidos', 'NN')
('andarem', 'IN')
('gesticular', 'JJ')
('toa', 'NN')
('ruas', 'NN')
('casa', 'NN')
('igreja', 'NN')
('Ninguém', 'NNP')
('ignora', 'NN')
('doidos', 'NN')
('gesticulam', 'NN')
('Em', 'NNP')
('todo', 'NN')
('caso', 'NN')
('simples', 'NNS')
('conjetura', 'VBP')
('positivo', 'JJ')
('nada', 'JJ')
('Onde', 'NNP')
('homem', 'NN')
('vai', 'NN')
('parar', 'NN')
('diziam', 'NN')
('principais', 'NN')
('terra', 'NN')
('Ah', 'NNP')
('apoiado', 'NN')
('Canjicas', 'NNP')
('Um', 'NNP')
('dia', 'NN')
('manhã', 'NN')
('dia', 'NN')
('Câmara', 'NNP')
('devia', 'NN')
('dar', 'NN')
('grande', 'NN')
('baile', 'NN')
('vila', 'NN')
('inteira', 'NN')
('ficou', 'NN')
('abalada', 'NN')
('notícia', 'FW')
('própria', 'NN')
('esposa', 'NN')
('alienista', 'NN')
('metida', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Ninguém', 'NNP')
('acreditou', 'NN')
('devia', 'NN')
('ser', 'NN')
('invenção', 'NN')
('algum', 'NN')
('gaiato', 'NN')
('E', 'NNP')
('verdade', 'NN')
('pura', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('recolhida', 'NN')
('duas', 'NN')
('horas', 'NNS')
('noite', 'RB')
('O', 'NNP')
('Padre', 'NNP')
('Lopes', 'NNP')
('correu', 'NN')
('alienista', 'NN')
('interrogou', 'NN')
('discretamente', 'NN')
('acerca', 'NN')
('fato', 'NN')
('Já', 'NNP')
('algum', 'NN')
('tempo', 'NN')
('desconfiava', 'NN')
('disse', 'NN')
('gravemente', 'NN')
('marido', 'VBD')
('A', 'NNP')
('modéstia', 'NN')
('vivera', 'NN')
('ambos', 'NN')
('matrimônios', 'NNS')
('podia', 'VBP')
('conciliar', 'JJ')
('furor', 'NN')
('sedas', 'NNS')
('veludos', 'VBP')
('rendas', 'JJ')
('pedras', 'NNS')
('preciosas', 'VBP')
('manifestou', 'NN')
('logo', 'NN')
('voltou', 'NN')
('Rio', 'NNP')
('Janeiro', 'NNP')
('Desde', 'NNP')
('então', 'VBZ')
('comecei', 'JJ')
('observá', 'JJ')
('la', 'NN')
('Suas', 'NNP')
('conversas', 'NN')
('todas', 'NN')
('sobre', 'NN')
('objetos', 'NN')
('falava', 'NN')
('antigas', 'NN')
('cortes', 'VBZ')
('inquiria', 'NNS')
('logo', 'JJ')
('forma', 'JJ')
('vestidos', 'NN')
('damas', 'NN')
('senhora', 'NN')
('visitava', 'NN')
('ausência', 'NN')
('antes', 'VBZ')
('dizer', 'JJ')
('objeto', 'NN')
('visita', 'NN')
('descrevia', 'NN')
('trajo', 'NN')
('aprovando', 'NN')
('umas', 'JJ')
('coisas', 'NN')
('censurando', 'NN')
('outras', 'FW')
('Um', 'NNP')
('dia', 'NN')
('creio', 'NN')
('Vossa', 'NNP')
('Reverendíssima', 'NNP')
('lembrar', 'VBZ')
('propôs', 'JJ')
('fazer', 'NN')
('anualmente', 'NN')
('vestido', 'NN')
('imagem', 'NN')
('Nossa', 'NNP')
('Senhora', 'NNP')
('Matriz', 'NNP')
('Tudo', 'NNP')
('sintomas', 'NN')
('graves', 'NNS')
('noite', 'RB')
('porém', 'VBP')
('declarou', 'JJ')
('total', 'JJ')
('demência', 'NN')
('Tinha', 'NNP')
('escolhido', 'NN')
('preparado', 'NN')
('enfeitado', 'NN')
('vestuário', 'NN')
('levaria', 'NN')
('baile', 'NN')
('Câmara', 'NNP')
('Municipal', 'NNP')
('hesitava', 'VBD')
('colar', 'JJ')
('granada', 'NN')
('outro', 'NN')
('safira', 'NN')
('Anteontem', 'NNP')
('perguntou', 'VBZ')
('levaria', 'NNS')
('respondi', 'JJ')
('outro', 'JJ')
('ficava', 'NN')
('bem', 'NN')
('Ontem', 'NNP')
('repetiu', 'VBZ')
('pergunta', 'JJ')
('almoço', 'NN')
('pouco', 'NN')
('jantar', 'NN')
('achá', 'NN')
('la', 'FW')
('calada', 'NN')
('pensativa', 'NN')
('Que', 'NNP')
('perguntei', 'NN')
('Queria', 'NNP')
('levar', 'VBZ')
('colar', 'JJ')
('granada', 'NN')
('acho', 'NN')
('safira', 'NN')
('tão', 'NN')
('bonito', 'NN')
('Pois', 'NNP')
('leve', 'VBP')
('safira', 'NN')
('Ah', 'NNP')
('onde', 'NN')
('fica', 'NN')
('granada', 'NN')
('Enfim', 'NNP')
('passou', 'NN')
('tarde', 'NN')
('novidade', 'VBD')
('Ceamos', 'NNP')
('deitamo', 'NN')
('Alta', 'NNP')
('noite', 'RB')
('hora', 'VBD')
('meia', 'JJ')
('acordo', 'NN')
('vejo', 'NN')
('levanto', 'IN')
('vou', 'NN')
('quarto', 'NN')
('vestir', 'NN')
('acho', 'JJ')
('diante', 'NN')
('dois', 'NN')
('colares', 'VBZ')
('ensaiando', 'JJ')
('espelho', 'NN')
('ora', 'IN')
('ora', 'JJ')
('outro', 'NN')
('Era', 'NNP')
('evidente', 'NN')
('demência', 'NN')
('recolhi', 'NN')
('logo', 'NN')
('O', 'NNP')
('Padre', 'NNP')
('Lopes', 'NNP')
('satisfez', 'NN')
('resposta', 'NN')
('objetou', 'IN')
('nada', 'JJ')
('O', 'NNP')
('alienista', 'NN')
('porém', 'NN')
('percebeu', 'NN')
('explicou', 'NN')
('caso', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('mania', 'NN')
('suntuária', 'NN')
('\x94,', 'NNP')
('incurável', 'NN')
('todo', 'NN')
('caso', 'NN')
('digno', 'NN')
('estudo', 'NN')
('Conto', 'NNP')
('pô', 'NN')
('la', 'NN')
('boa', 'FW')
('dentro', 'NN')
('seis', 'NN')
('semanas', 'NN')
('concluiu', 'VBZ')
('A', 'DT')
('abnegação', 'NN')
('ilustre', 'NN')
('médico', 'NN')
('deu', 'NN')
('grande', 'NN')
('realce', 'NN')
('Conjeturas', 'NNP')
('invenções', 'NN')
('desconfianças', 'NN')
('tudo', 'NN')
('caiu', 'NN')
('terra', 'NN')
('desde', 'NN')
('duvidou', 'NN')
('recolher', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('própria', 'NN')
('mulher', 'NN')
('amava', 'NN')
('todas', 'NN')
('forças', 'NN')
('alma', 'NN')
('Ninguém', 'NNP')
('direito', 'NN')
('resistir', 'NN')
('menos', 'NNS')
('ainda', 'VBP')
('atribuir', 'JJ')
('intuitos', 'NN')
('alheios', 'NNS')
('ciência', 'VBP')
('Era', 'NNP')
('grande', 'NN')
('homem', 'NN')
('austero', 'NN')
('Hipócrates', 'NNP')
('forrado', 'VBD')
('Catão', 'NNP')
('CAPÍTULO', 'NNP')
('XI', 'NNP')
('O', 'NNP')
('ASSOMBRO', 'NNP')
('DE', 'NNP')
('ITAGUAÍ', 'NNP')
('E', 'NNP')
('agora', 'NNS')
('prepare', 'VBP')
('leitor', 'JJ')
('assombro', 'JJ')
('ficou', 'NN')
('vila', 'NN')
('saber', 'VBP')
('dia', 'JJ')
('loucos', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('iam', 'NN')
('todos', 'NN')
('ser', 'NN')
('postos', 'NN')
('rua', 'NN')
('Todos', 'NNP')
('Todos', 'NNP')
('É', 'NNP')
('impossível', 'NN')
('alguns', 'NNS')
('sim', 'VBP')
('todos', 'JJ')
('Todos', 'NNP')
('Assim', 'NNP')
('disse', 'NN')
('ofício', 'NN')
('mandou', 'NN')
('hoje', 'NN')
('manhã', 'NN')
('Câmara', 'NNP')
('De', 'NNP')
('fato', 'FW')
('alienista', 'NN')
('oficiara', 'NN')
('Câmara', 'NNP')
('expondo', 'VBZ')
('1º', 'CD')
('verificara', 'NN')
('estatísticas', 'NN')
('vila', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('quatro', 'NNP')
('quintos', 'NN')
('população', 'NN')
('aposentados', 'NN')
('naquele', 'RB')
('estabelecimento', 'VBZ')
('2', 'CD')
('°,', 'NN')
('deslocação', 'NN')
('população', 'NN')
('levara', 'NN')
('examinar', 'NN')
('fundamentos', 'NN')
('teoria', 'NN')
('moléstias', 'NN')
('cerebrais', 'NN')
('teoria', 'NN')
('excluía', 'NN')
('razão', 'NN')
('todos', 'NN')
('casos', 'NN')
('equilíbrio', 'NN')
('faculdades', 'VBZ')
('perfeito', 'JJ')
('absoluto', 'RB')
('3', 'CD')
('°,', 'JJ')
('desse', 'NN')
('exame', 'NN')
('fato', 'NN')
('estatístico', 'NN')
('resultara', 'NN')
('convicção', 'NN')
('verdadeira', 'NN')
('doutrina', 'NN')
('oposta', 'NN')
('portanto', 'NN')
('devia', 'NN')
('admitir', 'NN')
('normal', 'JJ')
('exemplar', 'JJ')
('desequilíbrio', 'NN')
('faculdades', 'NNS')
('hipóteses', 'VBZ')
('patológicas', 'JJ')
('todos', 'NNS')
('casos', 'VBP')
('equilíbrio', 'NN')
('ininterrupto', 'NN')
('4º', 'CD')
('vista', 'NN')
('disso', 'NN')
('declarava', 'NN')
('Câmara', 'NNP')
('ia', 'NN')
('dar', 'NN')
('liberdade', 'VBD')
('reclusos', 'JJ')
('Casa', 'NNP')
('Verde', 'NNP')
('agasalhar', 'NN')
('nela', 'NN')
('pessoas', 'NN')
('achassem', 'NN')
('condições', 'NN')
('agora', 'VBD')
('expostas', 'JJ')
('5', 'CD')
('°,', 'JJ')
('tratando', 'NN')
('descobrir', 'NN')
('verdade', 'NN')
('científica', 'NN')
('pouparia', 'NN')
('esforços', 'NN')
('toda', 'NN')
('natureza', 'FW')
('esperando', 'NN')
('Câmara', 'NNP')
('igual', 'JJ')
('dedicação', 'NN')
('6º', 'CD')
('restituía', 'NN')
('Câmara', 'NNP')
('particulares', 'VBZ')
('soma', 'JJ')
('estipêndio', 'NN')
('recebido', 'NN')
('alojamento', 'IN')
('supostos', 'NN')
('loucos', 'NN')
('descontada', 'NN')
('parte', 'NN')
('efetivamente', 'NN')
('gasta', 'NN')
('alimentação', 'NN')
('roupa', 'NN')
('etc', 'FW')
('.;', 'NNP')
('Câmara', 'NNP')
('mandaria', 'NN')
('verificar', 'NN')
('livros', 'NN')
('arcas', 'VBP')
('Casa', 'NNP')
('Verde', 'NNP')
('O', 'NNP')
('assombro', 'VBZ')
('Itaguaí', 'NNP')
('grande', 'NN')
('menor', 'NN')
('alegria', 'NN')
('parentes', 'VBZ')
('amigos', 'JJ')
('reclusos', 'NN')
('Jantares', 'NNP')
('danças', 'VBZ')
('luminárias', 'JJ')
('músicas', 'FW')
('tudo', 'NN')
('celebrar', 'NN')
('tão', 'NN')
('fausto', 'NN')
('acontecimento', 'IN')
('Não', 'NNP')
('descrevo', 'NN')
('festas', 'NNS')
('interessarem', 'VBP')
('propósito', 'JJ')
('esplêndidas', 'NN')
('tocantes', 'NNS')
('prolongadas', 'VBP')
('E', 'NNP')
('vão', 'FW')
('assim', 'NN')
('coisas', 'NN')
('humanas', 'VBZ')
('No', 'DT')
('meio', 'NN')
('regozijo', 'VBZ')
('produzido', 'JJ')
('ofício', 'JJ')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('ninguém', 'MD')
('advertia', 'VB')
('frase', 'JJ')
('final', 'JJ')
('§', 'NN')
('4º', 'CD')
('frase', 'NN')
('cheia', 'NN')
('experiências', 'NN')
('futuras', 'NNS')
('CAPÍTULO', 'NNP')
('XII', 'NNP')
('O', 'NNP')
('FINAL', 'NNP')
('DO', 'NNP')
('§', 'VBD')
('4º', 'CD')
('Apagaram', 'NNP')
('luminárias', 'JJ')
('reconstituíram', 'NN')
('famílias', 'NN')
('tudo', 'NN')
('parecia', 'NN')
('reposto', 'NN')
('antigos', 'IN')
('eixos', 'JJ')
('Reinava', 'NNP')
('ordem', 'NN')
('Câmara', 'NNP')
('exercia', 'VBZ')
('outra', 'JJ')
('vez', 'NN')
('governo', 'NN')
('nenhuma', 'JJ')
('pressão', 'NN')
('externa', 'NN')
('próprio', 'NN')
('presidente', 'NN')
('vereador', 'NN')
('Freitas', 'NNP')
('tornaram', 'NN')
('lugares', 'VBZ')
('O', 'NNP')
('barbeiro', 'NN')
('Porfírio', 'NNP')
('ensinado', 'VBZ')
('acontecimentos', 'NNS')
('tendo', 'JJ')
('provado', 'NN')
('tudo', 'NN')
('\x94,', 'NNP')
('poeta', 'NN')
('disse', 'NN')
('Napoleão', 'NNP')
('alguma', 'NN')
('coisa', 'NN')
('porque', 'NN')
('Napoleão', 'NNP')
('provou', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('barbeiro', 'NN')
('achou', 'NN')
('preferível', 'NN')
('glória', 'NN')
('obscura', 'NN')
('navalha', 'JJ')
('tesoura', 'NN')
('calamidades', 'NNS')
('brilhantes', 'VBZ')
('poder', 'VBP')
('certo', 'NN')
('processado', 'NN')
('população', 'NN')
('vila', 'NN')
('implorou', 'NN')
('clemência', 'NN')
('Sua', 'NNP')
('Majestade', 'NNP')
('daí', 'NN')
('perdão', 'NN')
('João', 'NNP')
('Pina', 'NNP')
('absolvido', 'VBZ')
('atendendo', 'JJ')
('derrocara', 'NN')
('rebelde', 'NN')
('Os', 'NNP')
('cronistas', 'NNS')
('pensam', 'VBP')
('deste', 'NN')
('fato', 'NN')
('nasceu', 'JJ')
('adágio', 'NN')
('ladrão', 'NN')
('furta', 'NN')
('ladrão', 'NN')
('cem', 'NN')
('anos', 'NNS')
('perdão', 'VBP')
('adágio', 'JJ')
('imoral', 'JJ')
('verdade', 'NN')
('grandemente', 'NN')
('útil', 'NNP')
('Não', 'NNP')
('findaram', 'NN')
('queixas', 'NN')
('contra', 'NN')
('alienista', 'JJ')
('nenhum', 'NN')
('ressentimento', 'NN')
('ficou', 'NN')
('atos', 'NN')
('praticara', 'NN')
('acrescendo', 'NN')
('reclusos', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('desde', 'NN')
('declarara', 'NN')
('plenamente', 'NN')
('ajuizados', 'VBP')
('sentiram', 'JJ')
('tomados', 'NNS')
('profundo', 'VBP')
('reconhecimento', 'JJ')
('férvido', 'NN')
('entusiasmo', 'NN')
('Muitos', 'NNP')
('entenderam', 'VBZ')
('alienista', 'JJ')
('merecia', 'JJ')
('especial', 'JJ')
('manifestação', 'NN')
('deram', 'NN')
('baile', 'IN')
('seguiram', 'JJ')
('outros', 'NNS')
('bailes', 'NNS')
('jantares', 'NNS')
('Dizem', 'NNP')
('crônicas', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('princípio', 'NN')
('idéia', 'NN')
('separar', 'NN')
('consorte', 'NN')
('dor', 'NN')
('perder', 'NN')
('companhia', 'NN')
('tão', 'NN')
('grande', 'NN')
('homem', 'NN')
('venceu', 'NN')
('qualquer', 'NN')
('ressentimento', 'NN')
('amor', 'NN')
('próprio', 'NN')
('casal', 'NN')
('veio', 'IN')
('ser', 'NN')
('ainda', 'NN')
('feliz', 'NN')
('antes', 'VBZ')
('Não', 'NNP')
('menos', 'FW')
('íntima', 'NNP')
('ficou', 'NN')
('amizade', 'NN')
('alienista', 'NN')
('boticário', 'NN')
('Este', 'NNP')
('concluiu', 'NN')
('ofício', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('prudência', 'NN')
('primeira', 'NN')
('virtudes', 'NNS')
('tempos', 'VBP')
('revolução', 'JJ')
('apreciou', 'NN')
('magnanimidade', 'NN')
('alienista', 'NN')
('dar', 'NN')
('liberdade', 'VBD')
('estendeu', 'JJ')
('mão', 'NN')
('amigo', 'NN')
('velho', 'NN')
('É', 'NNP')
('grande', 'NN')
('homem', 'NN')
('disse', 'NN')
('mulher', 'NN')
('referindo', 'NN')
('circunstância', 'NN')
('Não', 'NNP')
('preciso', 'NN')
('falar', 'NN')
('albardeiro', 'NN')
('Costa', 'NNP')
('Coelho', 'NNP')
('Martim', 'NNP')
('Brito', 'NNP')
('outros', 'MD')
('especialmente', 'VB')
('nomeados', 'JJ')
('neste', 'NN')
('escrito', 'NN')
('basta', 'NN')
('dizer', 'NN')
('puderam', 'JJ')
('exercer', 'NN')
('livremente', 'NN')
('hábitos', 'NN')
('anteriores', 'VBZ')
('O', 'NNP')
('próprio', 'NN')
('Martim', 'NNP')
('Brito', 'NNP')
('recluso', 'NN')
('discurso', 'NN')
('louvara', 'NN')
('enfaticamente', 'NN')
('D', 'NNP')
('Evarista', 'NNP')
('fez', 'NN')
('agora', 'NN')
('outro', 'IN')
('honra', 'NN')
('insigne', 'NN')
('médico', 'NN')
('cujo', 'NN')
('altíssimo', 'NN')
('gênio', 'NN')
('elevando', 'NN')
('asas', 'NN')
('acima', 'NN')
('sol', 'NN')
('deixou', 'NN')
('abaixo', 'NN')
('si', 'NN')
('todos', 'NN')
('demais', 'NN')
('espíritos', 'NN')
('terra', 'NN')
('Agradeço', 'NNP')
('palavras', 'VBZ')
('retorquiu', 'JJ')
('alienista', 'JJ')
('ainda', 'NN')
('arrependo', 'NN')
('haver', 'NN')
('restituído', 'NN')
('liberdade', 'VBD')
('Entretanto', 'NNP')
('Câmara', 'NNP')
('respondera', 'NN')
('ofício', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('ressalva', 'NN')
('oportunamente', 'NN')
('estatuiria', 'FW')
('relação', 'VBZ')
('final', 'JJ')
('§', 'NN')
('4', 'CD')
('°,', 'NN')
('tratou', 'NN')
('enfim', 'VBP')
('legislar', 'JJ')
('sobre', 'NN')
('Foi', 'NNP')
('adotada', 'NN')
('debate', 'NN')
('postura', 'NN')
('autorizando', 'NN')
('alienista', 'NN')
('agasalhar', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('pessoas', 'NN')
('achassem', 'NN')
('gozo', 'NN')
('perfeito', 'NN')
('equilíbrio', 'NN')
('faculdades', 'VBZ')
('mentais', 'JJ')
('E', 'NNP')
('porque', 'NN')
('experiência', 'NN')
('Câmara', 'NNP')
('sido', 'NN')
('dolorosa', 'NN')
('estabeleceu', 'NN')
('cláusula', 'NN')
('autorização', 'NN')
('provisória', 'NN')
('limitada', 'JJ')
('ano', 'NN')
('fim', 'NNS')
('ser', 'VBP')
('experimentada', 'JJ')
('nova', 'JJ')
('teoria', 'NN')
('psicológica', 'NN')
('podendo', 'NN')
('Câmara', 'NNP')
('antes', 'VBZ')
('daquele', 'JJ')
('prazo', 'NN')
('mandar', 'NN')
('fechar', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('aconselhada', 'VBZ')
('motivos', 'FW')
('ordem', 'NN')
('pública', 'NN')
('O', 'NNP')
('vereador', 'NN')
('Freitas', 'NNP')
('propôs', 'NN')
('declaração', 'NN')
('nenhum', 'NN')
('caso', 'NN')
('vereadores', 'NNS')
('recolhidos', 'VBP')
('asilo', 'JJ')
('alienados', 'JJ')
('cláusula', 'NN')
('aceita', 'IN')
('votada', 'NN')
('incluída', 'NN')
('postura', 'NN')
('apesar', 'NN')
('reclamações', 'NN')
('vereador', 'NN')
('Galvão', 'NNP')
('O', 'NNP')
('argumento', 'IN')
('principal', 'JJ')
('deste', 'NN')
('magistrado', 'NN')
('Câmara', 'NNP')
('legislando', 'NN')
('sobre', 'NN')
('experiência', 'NN')
('científica', 'NN')
('podia', 'NN')
('excluir', 'NN')
('pessoas', 'NN')
('membros', 'NN')
('conseqüências', 'VBP')
('lei', 'JJ')
('exceção', 'NN')
('odiosa', 'NN')
('ridícula', 'NN')
('Mal', 'NNP')
('proferira', 'NN')
('duas', 'NN')
('palavras', 'FW')
('romperam', 'NN')
('vereadores', 'NNS')
('altos', 'VBP')
('brados', 'JJ')
('contra', 'JJ')
('audácia', 'NN')
('insensatez', 'NN')
('colega', 'NN')
('porém', 'NN')
('ouviu', 'NN')
('limitou', 'JJ')
('dizer', 'NN')
('votava', 'NN')
('contra', 'NN')
('exceção', 'VBD')
('A', 'NNP')
('vereança', 'NN')
('concluiu', 'NN')
('dá', 'NN')
('nenhum', 'JJ')
('poder', 'NN')
('especial', 'JJ')
('elimina', 'NN')
('espírito', 'NN')
('humano', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('aceitou', 'NN')
('postura', 'NN')
('todas', 'NN')
('restrições', 'NN')
('Quanto', 'NNP')
('exclusão', 'NN')
('vereadores', 'NNS')
('declarou', 'VBP')
('profundo', 'NN')
('sentimento', 'NN')
('compelido', 'NN')
('recolhê', 'NN')
('los', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('cláusula', 'NN')
('porém', 'NN')
('melhor', 'NN')
('prova', 'NN')
('padeciam', 'NN')
('perfeito', 'NN')
('equilíbrio', 'NN')
('faculdades', 'VBZ')
('mentais', 'JJ')
('Não', 'NNP')
('acontecia', 'NN')
('vereador', 'NN')
('Galvão', 'NNP')
('cujo', 'NN')
('acerto', 'NN')
('objeção', 'IN')
('feita', 'JJ')
('cuja', 'NN')
('moderação', 'NN')
('resposta', 'NN')
('dada', 'NN')
('invectivas', 'NN')
('colegas', 'NN')
('mostravam', 'NN')
('parte', 'NN')
('cérebro', 'NN')
('bem', 'NN')
('organizado', 'NN')
('rogava', 'NN')
('Câmara', 'NNP')
('lho', 'VBZ')
('entregasse', 'FW')
('A', 'NNP')
('Câmara', 'NNP')
('sentindo', 'NN')
('ainda', 'NN')
('agravada', 'NN')
('proceder', 'NN')
('vereador', 'NN')
('Galvão', 'NNP')
('estimou', 'VBZ')
('pedido', 'NN')
('alienista', 'NN')
('votou', 'NN')
('unanimemente', 'JJ')
('entrega', 'JJ')
('Compreende', 'NNP')
('teoria', 'NN')
('nova', 'RB')
('bastava', 'JJ')
('fato', 'NN')
('dito', 'NN')
('recolher', 'NN')
('alguém', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('preciso', 'NN')
('longo', 'NN')
('exame', 'NN')
('vasto', 'NN')
('inquérito', 'NN')
('passado', 'NN')
('presente', 'NN')
('O', 'NNP')
('Padre', 'NNP')
('Lopes', 'NNP')
('exemplo', 'VBZ')
('capturado', 'NN')
('trinta', 'NN')
('dias', 'NN')
('postura', 'NN')
('mulher', 'NN')
('boticário', 'NN')
('quarenta', 'NN')
('dias', 'VBZ')
('A', 'DT')
('reclusão', 'NN')
('desta', 'NN')
('senhora', 'NN')
('encheu', 'NN')
('consorte', 'NN')
('indignação', 'NN')
('Crispim', 'NNP')
('Soares', 'NNP')
('saiu', 'VBD')
('casa', 'JJ')
('espumando', 'NN')
('cólera', 'NN')
('declarando', 'NN')
('pessoas', 'NN')
('encontrava', 'NN')
('ia', 'NN')
('arrancar', 'NN')
('orelhas', 'JJ')
('tirano', 'NN')
('Um', 'NNP')
('sujeito', 'NN')
('adversário', 'NN')
('alienista', 'VBZ')
('ouvindo', 'JJ')
('rua', 'NN')
('notícia', 'NN')
('esqueceu', 'NN')
('motivos', 'NN')
('dissidência', 'NN')
('correu', 'NN')
('casa', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('participar', 'NN')
('perigo', 'NN')
('corria', 'NN')
('Simão', 'NNP')
('Bacamarte', 'NNP')
('mostrou', 'NN')
('grato', 'NN')
('procedimento', 'NN')
('adversário', 'NN')
('poucos', 'NN')
('minutos', 'NN')
('bastaram', 'NN')
('conhecer', 'NN')
('retidão', 'NN')
('sentimentos', 'NN')
('boa', 'NN')
('fé', 'NN')
('respeito', 'NN')
('humano', 'NN')
('generosidade', 'VBD')
('apertou', 'JJ')
('mãos', 'NN')
('recolheu', 'NN')
('Casa', 'NNP')
('Verde', 'NNP')
('Um', 'NNP')
('caso', 'NN')
('destes', 'VBZ')
('raro', 'VBP')
('disse', 'NN')
('mulher', 'NN')
('pasmada', 'NN')
('Agora', 'NNP')
('esperemos', 'VBZ')
('Crispim', 'NNP')
('Crispim', 'NNP')
('Soares', 'NNP')
('entrou', 'VBZ')
('A', 'NNP')
('dor', 'NN')
